**** All Elevator Calls (time,src,dest,state,elev dt) stage 8 ****
Elevator call,4.993816266014164,-6,78,3,1, Done, dt, 117.00618373398584
Elevator call,18.77917039169597,-9,-7,3,3, Done, dt, 22.22082960830403
Elevator call,19.387078657155826,-1,5,3,1, Done, dt, 35.612921342844174
Elevator call,20.327517520632,-1,-5,3,9, Done, dt, 27.672482479368
Elevator call,27.9999732565052,-1,55,3,1, Done, dt, 62.0000267434948
Elevator call,29.917239624265676,-2,64,3,1, Done, dt, 75.08276037573432
Elevator call,38.28582116015673,-4,68,3,3, Done, dt, 92.71417883984327
Elevator call,39.19202923931175,-4,6,3,3, Done, dt, 39.80797076068825
Elevator call,39.69710409736126,0,95,3,5, Done, dt, 73.30289590263874
Elevator call,49.43307426313186,-2,-4,3,9, Done, dt, 23.566925736868143
Elevator call,54.196436787183075,-6,8,3,7, Done, dt, 50.803563212816925
Elevator call,57.40531969890162,-3,7,3,3, Done, dt, 32.59468030109838
Elevator call,63.05259875982824,-5,-1,3,7, Done, dt, 26.947401240171757
Elevator call,79.37736411739434,-3,85,3,9, Done, dt, 842.6226358826057
Elevator call,89.4285158976113,-5,19,3,9, Done, dt, 34.571484102388695
Elevator call,92.15048695301039,-9,40,3,0, Done, dt, 70.84951304698961
Elevator call,96.61997031673536,-6,39,3,2, Done, dt, 79.38002968326464
Elevator call,108.64204888088284,-2,44,3,9, Done, dt, 90.35795111911716
Elevator call,111.62708145083661,-3,-8,3,4, Done, dt, 32.37291854916339
Elevator call,116.72069026135568,-2,67,3,0, Done, dt, 355.2793097386443
Elevator call,117.93413927793131,-2,70,3,2, Done, dt, 377.0658607220687
Elevator call,133.34539591368775,-9,47,3,2, Done, dt, 298.65460408631225
Elevator call,134.00355801094793,-6,98,3,7, Done, dt, 100.99644198905207
Elevator call,140.52095248879914,-6,54,3,2, Done, dt, 328.47904751120086
Elevator call,142.07808960138755,-8,13,3,2, Done, dt, 215.92191039861245
Elevator call,146.76293294989182,0,73,3,9, Done, dt, 77.23706705010818
Elevator call,147.44392615224183,-7,67,3,4, Done, dt, 321.55607384775817
Elevator call,151.6163012890247,-6,0,3,4, Done, dt, 142.3836987109753
Elevator call,159.17766514162577,0,7,3,7, Done, dt, 19.822334858374234
Elevator call,170.15712188664338,-6,51,3,4, Done, dt, 272.8428781133566
Elevator call,173.25392580462358,62,87,3,1, Done, dt, 41.74607419537642
Elevator call,174.91394871323018,-4,48,3,4, Done, dt, 255.08605128676982
Elevator call,177.9146689591314,-2,10,3,4, Done, dt, 164.0853310408686
Elevator call,179.41211574761928,-2,26,3,4, Done, dt, 198.58788425238072
Elevator call,188.69360223337299,-6,-7,3,3, Done, dt, 114.30639776662701
Elevator call,197.44243298068636,-7,75,3,4, Done, dt, 289.55756701931364
Elevator call,202.63061730226673,-2,0,3,4, Done, dt, 91.36938269773327
Elevator call,203.2352417416962,-8,38,3,4, Done, dt, 196.7647582583038
Elevator call,209.35081553255895,27,-4,3,3, Done, dt, 36.649184467441046
Elevator call,209.97850155767696,-3,4,3,9, Done, dt, 155.02149844232304
Elevator call,210.90630526255882,94,-2,3,5, Done, dt, 80.09369473744118
Elevator call,211.32931870336074,-2,37,3,9, Done, dt, 231.67068129663926
Elevator call,217.22290993535717,-9,49,3,0, Done, dt, 216.77709006464283
Elevator call,218.07434462591186,52,87,3,7, Done, dt, 77.92565537408814
Elevator call,219.81598778407965,-9,36,3,0, Done, dt, 171.18401221592035
Elevator call,220.76873550670848,93,-4,3,5, Done, dt, 92.23126449329152
Elevator call,224.31198381778677,-5,-8,3,3, Done, dt, 89.68801618221323
Elevator call,231.56651879541005,10,62,3,0, Done, dt, 225.43348120458995
Elevator call,238.4981901010815,-3,-2,3,4, Done, dt, 17.50180989891851
Elevator call,249.14578168308412,-1,20,3,2, Done, dt, 125.85421831691588
Elevator call,249.47153929844012,-5,0,3,2, Done, dt, 85.52846070155988
Elevator call,254.50344330296275,-3,43,3,4, Done, dt, 160.49655669703725
Elevator call,255.11453151297678,-5,15,3,4, Done, dt, 101.88546848702322
Elevator call,257.29849213037915,-3,-9,3,3, Done, dt, 67.70150786962085
Elevator call,260.38349181826743,-8,22,3,2, Done, dt, 126.61650818173257
Elevator call,266.894697015759,81,-5,3,1, Done, dt, 66.105302984241
Elevator call,270.3465008526289,-3,-4,3,5, Done, dt, 42.65349914737112
Elevator call,272.4308393782785,-9,91,3,9, Done, dt, 683.5691606217215
Elevator call,278.80736100021363,-5,26,3,9, Done, dt, 138.19263899978637
Elevator call,285.4590041763097,-4,82,3,4, Done, dt, 218.5409958236903
Elevator call,299.06238686043775,-9,34,3,9, Done, dt, 131.93761313956225
Elevator call,303.5884504315734,-4,49,3,2, Done, dt, 140.4115495684266
Elevator call,305.1612056606798,-9,7,3,9, Done, dt, 71.8387943393202
Elevator call,307.17728820035336,-4,52,3,2, Done, dt, 149.82271179964664
Elevator call,310.1052389352092,38,-3,3,1, Done, dt, 85.89476106479083
Elevator call,310.2471597613528,-8,16,3,9, Done, dt, 81.7528402386472
Elevator call,310.43660083151826,9,-5,3,5, Done, dt, 47.56339916848174
Elevator call,310.65895693179937,-2,-5,3,5, Done, dt, 47.341043068200634
Elevator call,314.465693673799,-8,-6,3,9, Done, dt, 14.534306326200976
Elevator call,318.63880157220933,-5,20,3,9, Done, dt, 85.36119842779067
Elevator call,326.58639638472255,-7,-2,3,3, Done, dt, 241.41360361527745
Elevator call,334.8964002994919,-6,6,3,3, Done, dt, 282.1035997005081
Elevator call,338.34551095760867,-8,14,3,3, Done, dt, 302.65448904239133
Elevator call,346.0955137209953,-8,39,3,3, Done, dt, 369.9044862790047
Elevator call,361.645498123866,-7,63,3,5, Done, dt, 56.35450187613401
Elevator call,363.8472274622245,-5,-3,3,3, Done, dt, 41.15277253777549
Elevator call,381.31971563530055,-7,14,3,3, Done, dt, 259.68028436469945
Elevator call,388.51503029731634,-4,58,3,5, Done, dt, 114.48496970268366
Elevator call,394.25877451521023,-2,-6,3,1, Done, dt, 35.741225484789766
Elevator call,394.9568870028586,-9,-2,3,3, Done, dt, 173.0431129971414
Elevator call,396.01053237831434,-7,95,3,3, Done, dt, 633.9894676216857
Elevator call,396.1162807679582,0,26,3,3, Done, dt, 271.8837192320418
Elevator call,397.828560875153,46,75,3,0, Done, dt, 92.17143912484698
Elevator call,398.52040573961403,-4,28,3,3, Done, dt, 280.47959426038597
Elevator call,399.94909007969295,-1,36,3,3, Done, dt, 304.05090992030705
Elevator call,400.2358983059046,-5,77,3,3, Done, dt, 579.7641016940954
Elevator call,403.08087087207764,-6,60,3,3, Done, dt, 364.91912912792236
Elevator call,420.90267429546566,-3,12,3,3, Done, dt, 209.09732570453434
Elevator call,424.97730311249506,71,0,3,7, Done, dt, 101.02269688750494
Elevator call,431.638137321645,-6,87,3,1, Done, dt, 57.36186267835501
Elevator call,438.369875408335,-3,-4,3,7, Done, dt, 120.63012459166498
Elevator call,440.91040561273644,-7,-2,3,1, Done, dt, 140.08959438726356
Elevator call,442.48024316783403,38,58,3,9, Done, dt, 31.519756832165967
Elevator call,445.22554369489694,-3,17,3,1, Done, dt, 210.77445630510306
Elevator call,447.82100185917807,82,10,3,7, Done, dt, 63.17899814082193
Elevator call,448.37219431241874,-9,31,3,3, Done, dt, 242.62780568758126
Elevator call,448.5527280150875,-7,0,3,3, Done, dt, 141.4472719849125
Elevator call,449.6414067161206,-5,0,3,3, Done, dt, 140.35859328387937
Elevator call,458.57493472839155,0,75,3,9, Done, dt, 438.42506527160845
Elevator call,464.05052587172395,-8,98,3,5, Done, dt, 395.94947412827605
Elevator call,467.1243025576689,-9,27,3,5, Done, dt, 194.8756974423311
Elevator call,471.18462320429603,-8,10,3,5, Done, dt, 161.81537679570397
Elevator call,473.82402016162405,-6,-7,3,7, Done, dt, 107.17597983837595
Elevator call,486.18831609784525,32,71,3,5, Done, dt, 279.81168390215475
Elevator call,494.2575701969208,-6,-9,3,7, Done, dt, 220.74242980307918
Elevator call,499.06404009518997,-9,-5,3,3, Done, dt, 32.93595990481003
Elevator call,505.42918834826446,-5,41,3,3, Done, dt, 232.57081165173554
Elevator call,505.5712470512408,-2,93,3,3, Done, dt, 513.4287529487592
Elevator call,507.896243493429,0,14,3,0, Done, dt, 109.10375650657102
Elevator call,508.3883648726937,-5,67,3,2, Done, dt, 189.61163512730627
Elevator call,508.4388147995692,-6,-3,3,2, Done, dt, 109.56118520043083
Elevator call,510.15095690679004,-5,21,3,4, Done, dt, 133.84904309320996
Elevator call,512.7410981451851,-2,86,3,6, Done, dt, 210.2589018548149
Elevator call,513.3688940199656,-5,57,3,9, Done, dt, 343.63110598003436
